iata_code,airport_name,city,country_code,country_name,airport_type,coordinates
AAN,Al Ain International Airport,Al Ain,AE,United Arab Emirates,medium_airport,"24.261699676513672, 55.60919952392578"
AUH,Zayed International Airport,Abu Dhabi,AE,United Arab Emirates,large_airport,"24.443764, 54.651718"
AZI,Al Bateen Executive Airport,Abu Dhabi,AE,United Arab Emirates,medium_airport,"24.428301, 54.458099"
DHF,Al Dhafra Air Base,,AE,United Arab Emirates,medium_airport,"24.248199462900004, 54.547698974599996"
DWC,Al Maktoum International Airport,Jebel Ali,AE,United Arab Emirates,large_airport,"24.896356, 55.161389"
DXB,Dubai International Airport,Dubai,AE,United Arab Emirates,large_airport,"25.2527999878, 55.3643989563"
FJR,Fujairah International Airport,Fujairah,AE,United Arab Emirates,medium_airport,"25.1122, 56.324001"
NHD,Al Minhad Air Base,Dubai,AE,United Arab Emirates,medium_airport,"25.0268001556, 55.3661994934"
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,AE,United Arab Emirates,medium_airport,"25.613500595092773, 55.93880081176758"
SHJ,Sharjah International Airport,Sharjah,AE,United Arab Emirates,large_airport,"25.3286, 55.5172"
XSB,Sir Bani Yas Airport,Sir Bani Yas,AE,United Arab Emirates,medium_airport,"24.283611, 52.580278"
ZDY,Delma Airport,Delma Island,AE,United Arab Emirates,small_airport,"24.51, 52.3352"
BIN,Bamyan Airport,Bamyan,AF,Afghanistan,small_airport,"34.808916, 67.816629"
BST,Bost Airport,Lashkar Gah,AF,Afghanistan,small_airport,"31.5597, 64.364998"
CCN,Chaghcharan Airport,Chaghcharan,AF,Afghanistan,small_airport,"34.526465, 65.27102"
DAZ,Darwaz Airport,Darwaz,AF,Afghanistan,small_airport,"38.461798, 70.881606"
DWR,Dwyer Airport,Reg,AF,Afghanistan,small_airport,"31.091265, 64.066053"
FAH,Farah Airport,Farah,AF,Afghanistan,small_airport,"32.366667, 62.165347"
FBD,Fayzabad Airport,Fayzabad,AF,Afghanistan,small_airport,"37.122148, 70.5201"
GRG,Gardez Airport,Gardez,AF,Afghanistan,small_airport,"33.627366, 69.237023"
GZI,Ghazni Airport,Ghazni,AF,Afghanistan,small_airport,"33.487853, 68.525243"
HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,Afghanistan,medium_airport,"34.209999, 62.228298"
JAA,Jalalabad Airport,Jalalabad,AF,Afghanistan,medium_airport,"34.399799, 70.498596"
KBL,Kabul International Airport,Kabul,AF,Afghanistan,medium_airport,"34.565899, 69.212303"
KDH,Ahmad Shah Baba International Airport / Kandahar Airfield,Khvoshab,AF,Afghanistan,medium_airport,"31.5058, 65.847801"
KHT,Khost International Airport,Khost,AF,Afghanistan,medium_airport,"33.284605, 69.80734"
KUR,Razer Airport,Skazar,AF,Afghanistan,small_airport,"36.029893, 70.714159"
KWH,Khwahan Airport,Khwahan,AF,Afghanistan,small_airport,"37.890021, 70.20383"
LQN,Qala-i-Naw Airport,Qala-i-Naw,AF,Afghanistan,small_airport,"34.985472, 63.117404"
MMZ,Maymana Zahiraddin Faryabi Airport,Maymana,AF,Afghanistan,medium_airport,"35.930801, 64.760902"
MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF,Afghanistan,medium_airport,"36.706902, 67.209702"
OAA,Shank Air Base,Baraki Barak,AF,Afghanistan,small_airport,"33.922217, 69.07794"
OAH,Shindand Air Base,Shindand,AF,Afghanistan,small_airport,"33.3913, 62.261002"
OAI,Bagram Airfield,Bagram,AF,Afghanistan,medium_airport,"34.946098, 69.264999"
OAS,Sharana Airstrip,Sharana,AF,Afghanistan,small_airport,"33.12575, 68.838517"
OAZ,Camp Shorabak Airfield,Lashkar Gah,AF,Afghanistan,small_airport,"31.848735, 64.223175"
OLR,Salerno Airport,Khost,AF,Afghanistan,small_airport,"33.3638, 69.9561"
SBF,Sardeh Band Airport,Sardeh Band,AF,Afghanistan,small_airport,"33.3207015991, 68.6364974976"
SGA,Sheghnan Airport,Shiveh,AF,Afghanistan,small_airport,"37.497642, 71.508484"
TII,Tarinkot Airport,Tarinkot,AF,Afghanistan,small_airport,"32.604198, 65.865799"
TQN,Taleqan Airport,Taleqan,AF,Afghanistan,small_airport,"36.770699, 69.531998"
UND,Kunduz Airport,Kunduz,AF,Afghanistan,medium_airport,"36.6651, 68.910797"
URN,Urgun Airport,Urgun,AF,Afghanistan,small_airport,"32.939933, 69.150064"
URZ,Orūzgān Airport,Orūzgān,AF,Afghanistan,small_airport,"32.9029998779, 66.630897522"
ZAJ,Zaranj Airport,Zaranj,AF,Afghanistan,small_airport,"30.972222, 61.865833"
ANU,V C Bird International Airport,Osbourn,AG,Antigua and Barbuda,medium_airport,"17.1367, -61.792702"
BBQ,Codrington Airport,Codrington,AG,Antigua and Barbuda,medium_airport,"17.635799, -61.828602"
AXA,Clayton J Lloyd International Airport,The Valley,AI,AI,medium_airport,"18.204773, -63.05383"
KFZ,Kukës International Airport,Kukës,AL,Albania,medium_airport,"42.035802, 20.415955"
TIA,Tirana International Airport Mother Teresa,Rinas,AL,Albania,large_airport,"41.4147, 19.7206"
EVN,Zvartnots International Airport,Yerevan,AM,Armenia,large_airport,"40.1473007202, 44.3959007263"
LWN,Shirak International Airport,Gyumri,AM,Armenia,medium_airport,"40.750401, 43.859299"
ANL,Andulo Airport,Andulo,AO,Angola,small_airport,"-11.4723, 16.710899"
ARZ,N'zeto Airport,N'zeto,AO,Angola,small_airport,"-7.259277, 12.862355"
AZZ,Ambriz Airport,Ambriz,AO,Angola,small_airport,"-7.86222, 13.1161"
BUG,Benguela 17th of September Airport,Benguela,AO,Angola,medium_airport,"-12.609, 13.4037"
CAB,Cabinda Airport,Cabinda,AO,Angola,medium_airport,"-5.59699010848999, 12.188400268554688"
CAV,Cazombo Airport,Cazombo,AO,Angola,small_airport,"-11.8931, 22.916239"
CBT,Catumbela Airport,Catumbela,AO,Angola,medium_airport,"-12.4792, 13.4869"
CEO,Waco Kungo Airport,Waco Kungo,AO,Angola,small_airport,"-11.4264, 15.1014"
CFF,Cafunfo Airport,Cafunfo,AO,Angola,small_airport,"-8.78361, 17.9897"
CNZ,Cangamba Airport,Cangamba,AO,Angola,small_airport,"-13.7106, 19.861099"
CTI,Cuito Cuanavale Airport,Cuito Cuanavale,AO,Angola,small_airport,"-15.1603, 19.156099"
CTV,Catoca Airport,Saurimo,AO,Angola,small_airport,"-9.431359, 20.311557"
CXM,Camaxilo Airport,Camaxilo,AO,Angola,small_airport,"-8.37361, 18.923599"
DRC,Dirico Airport,Dirico,AO,Angola,small_airport,"-17.981924, 20.768061"
DUE,Dundo Airport,Chitato,AO,Angola,medium_airport,"-7.400889873504639, 20.818500518798828"
GGC,Lumbala Airport,Lumbala N'guimbo,AO,Angola,small_airport,"-14.105106, 21.45083"
GXG,Negage Airport,Negage,AO,Angola,medium_airport,"-7.754509925842285, 15.287699699401855"
JMB,Jamba Airport,Jamba,AO,Angola,small_airport,"-14.698193, 16.070148"
KNP,Capanda Airport,Capanda,AO,Angola,small_airport,"-9.76937007904, 15.4553194046"
LAD,Quatro de Fevereiro International Airport,Luanda,AO,Angola,large_airport,"-8.85837, 13.2312"
LBZ,Lucapa Airport,Lucapa,AO,Angola,small_airport,"-8.445727348330001, 20.7320861816"
LLT,Lobito Airport,Lobito,AO,Angola,small_airport,"-12.3712, 13.5366"
LUO,Luena Airport,Luena,AO,Angola,medium_airport,"-11.7681, 19.897699"
LZM,Luzamba Airport,Luzamba,AO,Angola,small_airport,"-9.11596012115, 18.049299240099998"
MEG,Malanje Airport,Malanje,AO,Angola,medium_airport,"-9.525090217590332, 16.312400817871094"
MSZ,Welwitschia Mirabilis International Airport,Moçâmedes,AO,Angola,medium_airport,"-15.2612, 12.1468"
NBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),AO,Angola,medium_airport,"-9.050734, 13.499078"
NDD,Sumbe Airport,Sumbe,AO,Angola,medium_airport,"-11.1679, 13.8475"
NDF,N'dalatando Airport,N'dalatando,AO,Angola,small_airport,"-9.280378, 14.982432"
NOV,Nova Lisboa Airport,Huambo,AO,Angola,medium_airport,"-12.808899879455566, 15.760499954223633"
NZA,Nzagi Airport,Nzagi,AO,Angola,small_airport,"-7.716939926149999, 21.358200073200003"
PBN,Porto Amboim Airport,Port Amboim,AO,Angola,medium_airport,"-10.722, 13.7655"
PGI,Chitato Airport,Chitato,AO,Angola,small_airport,"-7.35889, 20.804701"
SDD,Lubango Airport,Lubango,AO,Angola,medium_airport,"-14.924699783325195, 13.574999809265137"
SPP,Menongue Airport,Menongue,AO,Angola,medium_airport,"-14.657600402832031, 17.71980094909668"
SSY,Mbanza Congo Airport,Mbanza Congo,AO,Angola,medium_airport,"-6.269899845123291, 14.246999740600586"
SVP,Kuito Airport,Kuito,AO,Angola,medium_airport,"-12.404600143433, 16.947399139404"
SZA,Soyo Airport,Soyo,AO,Angola,medium_airport,"-6.141089916229248, 12.371800422668457"
UAL,Luau Airport,Luau,AO,Angola,small_airport,"-10.7158, 22.2311"
UGO,Uige Airport,Uige,AO,Angola,medium_airport,"-7.60307, 15.0278"
VHC,Saurimo Airport,Saurimo,AO,Angola,medium_airport,"-9.68907, 20.4319"
VPE,Ngjiva Pereira Airport,Ngiva,AO,Angola,medium_airport,"-17.0435009003, 15.683799743700002"
XGN,Xangongo Airport,Xangongo,AO,Angola,medium_airport,"-16.755399703979492, 14.965299606323242"
TNM,Teniente Rodolfo Marsh Martin Airport,Villa Las Estrellas,AQ,Antarctica,small_airport,"-62.191026, -58.98669"
UGL,Union Glacier Blue-Ice Runway,Union Glacier,AQ,Antarctica,small_airport,"-79.777778, -83.320833"
AEP,Jorge Newbery Airpark,Buenos Aires,AR,Argentina,large_airport,"-34.5592, -58.4156"
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,AR,Argentina,medium_airport,"-34.588299, -68.4039"
AOL,Paso De Los Libres Airport,Paso de los Libres,AR,Argentina,medium_airport,"-29.6894, -57.1521"
APZ,Zapala Airport,Zapala,AR,Argentina,medium_airport,"-38.975498, -70.113602"
ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,AR,Argentina,small_airport,"-45.013599, -70.812202"
BHI,Comandante Espora Airport,Bahía Blanca,AR,Argentina,medium_airport,"-38.725, -62.1693"
BRC,San Carlos de Bariloche Airport,San Carlos de Bariloche,AR,Argentina,medium_airport,"-41.151199, -71.157501"
CLX,Aeródromo de Clorinda,Clorinda,AR,Argentina,small_airport,"-25.3036, -57.7344"
CNQ,Corrientes Airport,Corrientes,AR,Argentina,medium_airport,"-27.4455, -58.7619"
CNT,Charata Airport,Charata,AR,Argentina,small_airport,"-27.2164, -61.2103"
COC,Comodoro Pierrestegui Airport,Concordia,AR,Argentina,medium_airport,"-31.2969, -57.9966"
COR,Ingeniero Ambrosio Taravella Airport,Cordoba,AR,Argentina,medium_airport,"-31.323601, -64.208"
CPC,Aviador C. Campos Airport,Chapelco/San Martin de los Andes,AR,Argentina,medium_airport,"-40.075401, -71.137299"
CPG,Carmen de Patagones Airport,Carmen de Patagones,AR,Argentina,small_airport,"-40.7781, -62.9803"
CRD,General E. Mosconi Airport,Comodoro Rivadavia,AR,Argentina,medium_airport,"-45.7853, -67.4655"
CRR,Ceres Airport,Ceres,AR,Argentina,small_airport,"-29.872292, -61.927925"
CSZ,Brigadier D.H.E. Ruiz Airport,Coronel Suarez,AR,Argentina,small_airport,"-37.446098, -61.889301"
CTC,Coronel Felipe Varela International Airport,Catamarca,AR,Argentina,medium_airport,"-28.593117, -65.7512"
CUT,Cutral-Co Airport,Cutral-Co,AR,Argentina,medium_airport,"-38.939701, -69.264603"
CVH,Caviahue Airport,Lafontaine,AR,Argentina,small_airport,"-37.851398, -71.009201"
CVI,Caleta Olivia Airport,Caleta Olivia,AR,Argentina,small_airport,"-46.37428, -67.59409"
EHL,El Bolsón Airfield,El Bolsón,AR,Argentina,medium_airport,"-41.943199, -71.532303"
ELO,El Dorado Airport,El Dorado,AR,Argentina,small_airport,"-26.397499, -54.574699"
EMX,El Maitén Airport,El Maitén,AR,Argentina,small_airport,"-42.029202, -71.172501"
EPA,El Palomar Airport,El Palomar,AR,Argentina,medium_airport,"-34.6099, -58.6126"
EQS,Esquel Brigadier Antonio Parodi International Airport,Esquel,AR,Argentina,medium_airport,"-42.908001, -71.139503"
EZE,Minister Pistarini International Airport,Buenos Aires (Ezeiza),AR,Argentina,large_airport,"-34.8222, -58.5358"
FMA,Formosa National Airport,Formosa,AR,Argentina,medium_airport,"-26.2127, -58.2281"
FTE,El Calafate - Commander Armando Tola International Airport,El Calafate,AR,Argentina,medium_airport,"-50.2803, -72.053101"
GGS,Gobernador Gregores Airport,Gobernador Gregores,AR,Argentina,small_airport,"-48.7831, -70.150002"
GHU,Gualeguaychu Airport,Gualeguaychu,AR,Argentina,medium_airport,"-33.005567, -58.612833"
GNR,Dr. Arturo H. Illia Airport,General Roca,AR,Argentina,small_airport,"-39.000702, -67.620499"
GPO,General Pico Airport,General Pico,AR,Argentina,medium_airport,"-35.696201, -63.758301"
HOS,Chos Malal Airport,Chos Malal,AR,Argentina,small_airport,"-37.444698, -70.222504"
IGB,Ingeniero Jacobacci - Captain H R Bordón Airport,Ingeniero Jacobacci,AR,Argentina,small_airport,"-41.3209, -69.574898"
IGR,Cataratas Del Iguazú International Airport,Puerto Iguazu,AR,Argentina,medium_airport,"-25.737301, -54.4734"
IRJ,Capitan V A Almonacid Airport,La Rioja,AR,Argentina,medium_airport,"-29.381599, -66.795799"
JSM,Jose De San Martin Airport,Chubut,AR,Argentina,small_airport,"-44.048599243199995, -70.4589004517"
JUJ,Gobernador Horacio Guzman International Airport,San Salvador de Jujuy,AR,Argentina,medium_airport,"-24.392799, -65.097801"
LCM,La Cumbre Airport,La Cumbre,AR,Argentina,small_airport,"-31.0058, -64.531898"
LCP,Loncopue Airport,Loncopue,AR,Argentina,small_airport,"-38.081902, -70.643898"
LGS,Comodoro D.R. Salomón Airport,Malargue,AR,Argentina,medium_airport,"-35.493599, -69.574303"
LHS,Las Heras Airport,Las Heras,AR,Argentina,medium_airport,"-46.538517, -68.965323"
LLS,Alferez Armando Rodriguez Airport,Las Lomitas,AR,Argentina,small_airport,"-24.721399, -60.548801"
LMD,Los Menucos Airport,Los Menucos,AR,Argentina,small_airport,"-40.817699, -68.074699"
LPG,La Plata Airport,La Plata,AR,Argentina,medium_airport,"-34.9722, -57.8947"
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,AR,Argentina,medium_airport,"-33.273201, -66.3564"
MCS,Monte Caseros Airport,Monte Caseros,AR,Argentina,medium_airport,"-30.2719, -57.6402"
MDQ,Ástor Piazzola International Airport,Mar del Plata,AR,Argentina,medium_airport,"-37.9342, -57.5733"
MDX,Mercedes Airport,Mercedes,AR,Argentina,small_airport,"-29.221399, -58.087799"
MDZ,El Plumerillo Airport,Mendoza,AR,Argentina,medium_airport,"-32.8316993713, -68.7929000854"
MJR,Miramar Airport,Miramar,AR,Argentina,small_airport,"-38.2271, -57.8697"
MQD,Maquinchao Airport,Maquinchao,AR,Argentina,small_airport,"-41.2430992126, -68.7078018188"
NCJ,Sunchales Aeroclub Airport,Sunchales,AR,Argentina,small_airport,"-30.9575, -61.5283"
NEC,Necochea Airport,Necochea,AR,Argentina,medium_airport,"-38.490746, -58.816337"
NQN,Presidente Peron Airport,Neuquen,AR,Argentina,medium_airport,"-38.949001, -68.155701"
OES,Antoine de Saint Exupéry Airport,San Antonio Oeste,AR,Argentina,small_airport,"-40.7512, -65.0343"
OLN,Lago Musters Airport,Sarmiento,AR,Argentina,small_airport,"-45.5752, -69.077"
ORA,Orán Airport,Orán,AR,Argentina,medium_airport,"-23.1528, -64.329201"
OVR,Olavarria Airport,Olavarria,AR,Argentina,small_airport,"-36.889999, -60.216599"
OYA,Goya Airport,Goya,AR,Argentina,medium_airport,"-29.1058, -59.2189"
OYO,Tres Arroyos Airport,Tres Arroyos,AR,Argentina,medium_airport,"-38.3869, -60.3297"
PEH,Comodoro Pedro Zanni Airport,Pehuajó,AR,Argentina,medium_airport,"-35.8446, -61.8576"
PMQ,Perito Moreno Jalil Hamer Airport,Perito Moreno,AR,Argentina,medium_airport,"-46.537899, -70.978699"
PMY,El Tehuelche Airport,Puerto Madryn,AR,Argentina,medium_airport,"-42.7592, -65.1027"
PRA,General Urquiza Airport,Parana,AR,Argentina,medium_airport,"-31.7948, -60.4804"
PRQ,Termal Airport,Presidencia Roque Sáenz Peña,AR,Argentina,small_airport,"-26.753611, -60.492222"
PSS,Libertador Gral D Jose De San Martin Airport,Posadas,AR,Argentina,medium_airport,"-27.3858, -55.9707"
PUD,Puerto Deseado Airport,Puerto Deseado,AR,Argentina,medium_airport,"-47.7353, -65.9041"
QRF,Bragado Airport,Bragado,AR,Argentina,small_airport,"-35.145811, -60.480294"
RAF,Rafaela Airport,Rafaela,AR,Argentina,small_airport,"-31.2825, -61.5017"
RCQ,Reconquista Airport,Reconquista,AR,Argentina,medium_airport,"-29.210278, -59.683333"
RCU,Area De Material Airport,Rio Cuarto,AR,Argentina,medium_airport,"-33.085098, -64.261299"
RDS,Rincon De Los Sauces Airport,Rincon de los Sauces,AR,Argentina,medium_airport,"-37.390598, -68.904198"
REL,Almirante Marco Andres Zar Airport,Rawson,AR,Argentina,medium_airport,"-43.2105, -65.2703"
RES,Resistencia International Airport,Resistencia,AR,Argentina,medium_airport,"-27.45, -59.0561"
RGA,Gobernador Ramón Trejo Noel International Airport,Rio Grande,AR,Argentina,medium_airport,"-53.7777, -67.7494"
RGL,Piloto Civil N. Fernández Airport,Rio Gallegos,AR,Argentina,medium_airport,"-51.6089, -69.3126"
RHD,Termas de Río Hondo international Airport,Termas de Río Hondo,AR,Argentina,medium_airport,"-27.4966, -64.93595"
RLO,Valle Del Conlara International Airport,Merlo,AR,Argentina,small_airport,"-32.384701, -65.186501"
ROS,Rosario Islas Malvinas International Airport,Rosario,AR,Argentina,medium_airport,"-32.9036, -60.785"
ROY,Rio Mayo Airport,Rio Mayo,AR,Argentina,small_airport,"-45.703899, -70.245598"
RSA,Santa Rosa Airport,Santa Rosa,AR,Argentina,medium_airport,"-36.588299, -64.275703"
RYO,28 de Noviembre Airport,Rio Turbio,AR,Argentina,small_airport,"-51.605, -72.2203"
RZA,Santa Cruz Airport,Puerto Santa Cruz,AR,Argentina,medium_airport,"-50.0165, -68.5792"
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago del Estero,AR,Argentina,medium_airport,"-27.765556335399996, -64.3099975586"
SFN,Sauce Viejo Airport,Santa Fe,AR,Argentina,medium_airport,"-31.7117, -60.8117"
SGV,Sierra Grande Airport,Sierra Grande,AR,Argentina,small_airport,"-41.591702, -65.339401"
SLA,Martin Miguel De Guemes International Airport,Salta,AR,Argentina,medium_airport,"-24.856000900299996, -65.4861984253"
SST,Santa Teresita Airport,Santa Teresita,AR,Argentina,medium_airport,"-36.5423, -56.7218"
TDL,Héroes de Malvinas Airport,Tandil,AR,Argentina,medium_airport,"-37.234634, -59.228647"
TTG,General Enrique Mosconi Airport,Tartagal,AR,Argentina,medium_airport,"-22.616877, -63.793015"
TUC,Teniente Benjamin Matienzo Airport,San Miguel de Tucumán,AR,Argentina,medium_airport,"-26.8409, -65.104897"
UAQ,Domingo Faustino Sarmiento Airport,San Juan,AR,Argentina,medium_airport,"-31.571501, -68.418198"
ULA,Capitan D Daniel Vazquez Airport,San Julian,AR,Argentina,medium_airport,"-49.306816, -67.802596"
USH,Ushuaia - Malvinas Argentinas International Airport,Ushuaia,AR,Argentina,medium_airport,"-54.8433, -68.2958"
UZU,Curuzu Cuatia Airport,Curuzu Cuatia,AR,Argentina,medium_airport,"-29.7706, -57.9789"
VCF,Valcheta Airport,Valcheta,AR,Argentina,small_airport,"-40.700001, -66.150002"
VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,AR,Argentina,medium_airport,"-40.8692, -63.0004"
VDR,Villa Dolores Airport,Villa Dolores,AR,Argentina,medium_airport,"-31.9452, -65.146301"
VGS,General Villegas Airport,General Villegas,AR,Argentina,small_airport,"-34.995728, -62.999725"
VLG,Villa Gesell Airport,Villa Gesell,AR,Argentina,medium_airport,"-37.2354, -57.0292"
VME,Villa Reynolds Airport,Villa Mercedes,AR,Argentina,medium_airport,"-33.7299003601, -65.3873977661"
FTI,Fitiuta Airport,Fitiuta Village,AS,AS,small_airport,"-14.216131, -169.423771"
OFU,Ofu Airport,Ofu,AS,AS,small_airport,"-14.1844, -169.669998"
PPG,Pago Pago International Airport,Pago Pago,AS,AS,medium_airport,"-14.331, -170.710007"
GRZ,Graz Airport,Feldkirchen bei Graz,AT,Austria,medium_airport,"46.9911, 15.4396"
HOH,Hohenems-Dornbirn Airfield,Hohenems,AT,Austria,small_airport,"47.384477, 9.699776"
INN,Innsbruck Airport,Innsbruck,AT,Austria,medium_airport,"47.260201, 11.344"
KLU,Klagenfurt Airport,Klagenfurt am Wörthersee,AT,Austria,medium_airport,"46.642502, 14.3377"
LNZ,Linz-Hörsching Airport / Vogler Air Base,Linz,AT,Austria,medium_airport,"48.2332, 14.1875"
SZG,Salzburg Airport,Salzburg,AT,Austria,medium_airport,"47.793301, 13.0043"
VIE,Vienna International Airport,Vienna,AT,Austria,large_airport,"48.110298, 16.5697"
AAB,Arrabury Airport,Tanbar,AU,Australia,small_airport,"-26.69639, 141.048718"
ABG,Abingdon Downs Airport,Abingdon Downs,AU,Australia,small_airport,"-17.608814, 143.183531"
ABH,Alpha Airport,Alpha,AU,Australia,small_airport,"-23.652849, 146.582668"
ABM,Northern Peninsula Airport,Bamaga,AU,Australia,small_airport,"-10.946194, 142.455081"
ABX,Albury Airport,East Albury,AU,Australia,medium_airport,"-36.066758, 146.959148"
ADL,Adelaide International Airport,Adelaide,AU,Australia,large_airport,"-34.947512, 138.533393"
ADO,Andamooka Airport,Andamooka,AU,Australia,small_airport,"-30.438299, 137.136993"
AGW,Agnew Airport,Agnew,AU,Australia,small_airport,"-12.1456, 142.149369"
AGY,Argyle Downs Airport,Argyle Downs,AU,Australia,small_airport,"-16.508604, 128.922485"
ALH,Albany Airport,Albany,AU,Australia,medium_airport,"-34.94329833984375, 117.80899810791016"
AMT,Amata Airport,,AU,Australia,small_airport,"-26.097363, 131.202732"
AMX,Ammaroo Airport,,AU,Australia,small_airport,"-21.738300323486328, 135.24200439453125"
ANZ,Angus Downs Airport,Angus Downs Station,AU,Australia,small_airport,"-25.0325, 132.2748"
ARM,Armidale Airport,Armidale,AU,Australia,medium_airport,"-30.528099060099997, 151.617004395"
ARY,Ararat Airport,Ararat,AU,Australia,medium_airport,"-37.309978, 142.988688"
ASP,Alice Springs Airport,Alice Springs,AU,Australia,medium_airport,"-23.806588, 133.903427"
AUD,Augustus Downs Airport,,AU,Australia,small_airport,"-18.514999389648438, 139.8780059814453"
AUU,Aurukun Airport,Aurukun,AU,Australia,small_airport,"-13.354019, 141.720028"
AVG,Auvergne Airport,,AU,Australia,small_airport,"-15.699999809265137, 130.0"
AVV,Avalon Airport,Lara,AU,Australia,medium_airport,"-38.039398, 144.468994"
AWN,Alton Downs Airport,,AU,Australia,small_airport,"-26.488959, 139.259906"
AWP,Austral Downs Airport,,AU,Australia,small_airport,"-20.5, 137.75"
AXC,Aramac Airport,,AU,Australia,small_airport,"-22.95788, 145.249504"
AXL,Alexandria Homestead Airport,,AU,Australia,small_airport,"-19.060199737548828, 136.7100067138672"
AYD,Alroy Downs Airport,Alroy Downs,AU,Australia,small_airport,"-19.2908, 136.078995"
AYL,Anthony Lagoon Airport,,AU,Australia,small_airport,"-18.018079031, 135.535068512"
AYQ,Ayers Rock Connellan Airport,Yulara,AU,Australia,medium_airport,"-25.185913, 130.97703"
AYR,Ayr Airport,Ayr,AU,Australia,small_airport,"-19.595832, 147.324495"
BBL,Ballera Airport,,AU,Australia,small_airport,"-27.405633, 141.809458"
BCI,Barcaldine Airport,Barcaldine,AU,Australia,medium_airport,"-23.566268, 145.302086"
BCK,Bolwarra Airport,,AU,Australia,small_airport,"-17.388299942, 144.169006348"
BCZ,Milyakburra Airport,Bickerton Island,AU,Australia,small_airport,"-13.780833333299999, 136.201666667"
BDB,Bundaberg Airport,Bundaberg,AU,Australia,medium_airport,"-24.905039, 152.322612"
BDD,Badu Island Airport,Badu Island,AU,Australia,small_airport,"-10.14955, 142.173665"
BDW,Bedford Downs Airport,,AU,Australia,small_airport,"-17.286699295, 127.462997437"
BEE,Beagle Bay Airport,Dampier Peninsula,AU,Australia,small_airport,"-17.0165, 122.6464"
BEO,Lake Macquarie Airport,City of Lake Macquarie,AU,Australia,small_airport,"-33.065975, 151.646283"
BEU,Bedourie Airport,Bedourie,AU,Australia,medium_airport,"-24.3461, 139.460007"
BFC,Bloomfield River Airport,,AU,Australia,small_airport,"-15.8736000061, 145.330001831"
BHQ,Broken Hill Airport,Broken Hill,AU,Australia,medium_airport,"-32.0013999939, 141.472000122"
BHS,Bathurst Airport,Bathurst,AU,Australia,medium_airport,"-33.406817, 149.651161"
BHT,Brighton Downs Airport,Brighton Downs,AU,Australia,small_airport,"-23.363333, 141.562778"
BIP,Bulimba Airport,,AU,Australia,small_airport,"-16.8808002472, 143.479003906"
BIW,Billiluna Airport,,AU,Australia,small_airport,"-19.566699981699998, 127.666999817"
BKP,Barkly Downs Airport,,AU,Australia,small_airport,"-20.4958333333, 138.474722222"
BKQ,Blackall Airport,Blackall,AU,Australia,medium_airport,"-24.431678, 145.429716"
BLN,Benalla Airport,Benalla,AU,Australia,medium_airport,"-36.551899, 146.007004"
BLS,Bollon Airport,,AU,Australia,small_airport,"-28.051247, 147.481799"
BLT,Blackwater Airport,,AU,Australia,medium_airport,"-23.6031, 148.807007"
BME,Broome International Airport,Broome,AU,Australia,medium_airport,"-17.948789, 122.227407"
BMP,Brampton Island Airport,,AU,Australia,small_airport,"-20.804633, 149.279931"
BNE,Brisbane International Airport,Brisbane,AU,Australia,large_airport,"-27.384199142456055, 153.11700439453125"
BNK,Ballina Byron Gateway Airport,Ballina,AU,Australia,medium_airport,"-28.833236, 153.561471"
BOX,Borroloola Airport,,AU,Australia,small_airport,"-16.0753, 136.302002"
BQB,Busselton Margaret River Regional Airport,Busselton,AU,Australia,small_airport,"-33.688423, 115.401596"
BQL,Boulia Airport,,AU,Australia,medium_airport,"-22.913299560546875, 139.89999389648438"
BQW,Balgo Hill Airport,Balgo,AU,Australia,small_airport,"-20.1483, 127.973"
BRK,Bourke Airport,,AU,Australia,medium_airport,"-30.039199829101562, 145.95199584960938"
BRT,Bathurst Island Airport,Wurrumiyanga,AU,Australia,medium_airport,"-11.764966, 130.615774"
BSJ,Bairnsdale Airport,Bairnsdale,AU,Australia,medium_airport,"-37.887539, 147.569379"
BTD,Brunette Downs Airport,,AU,Australia,small_airport,"-18.637472, 135.938355"
BTX,Betoota Airport,,AU,Australia,small_airport,"-25.694791, 140.738339"
BUC,Burketown Airport,,AU,Australia,small_airport,"-17.748600006103516, 139.53399658203125"
BUY,Bunbury Airport,,AU,Australia,small_airport,"-33.3783, 115.677002"
BVI,Birdsville Airport,,AU,Australia,medium_airport,"-25.897499084472656, 139.34800720214844"
BVW,Batavia Downs Airport,,AU,Australia,small_airport,"-12.6592, 142.675003"
BVZ,Beverley Springs Airport,Wunaamin Miliwundi Ranges,AU,Australia,small_airport,"-16.732756, 125.439105"
BWB,Barrow Island Airport,,AU,Australia,small_airport,"-20.864401, 115.405998"
BWQ,Brewarrina Airport,,AU,Australia,medium_airport,"-29.975792, 146.81438"
BWT,Wynyard Airport,Burnie,AU,Australia,medium_airport,"-40.997039, 145.726"
