iata_code,airport_name,city,country_code,country_name,airport_type,coordinates
SIZ,Sissano Airport,Sissano,PG,Papua New Guinea,small_airport,"-2.99944444444, 142.0445"
SKC,Suki Airport,Suki,PG,Papua New Guinea,small_airport,"-8.0466, 141.7222"
SMH,Sapmanga Airport,Sapmanga,PG,Papua New Guinea,small_airport,"-6.075277777779999, 146.811111111"
SMJ,Sim Airport,Sim,PG,Papua New Guinea,small_airport,"-7.75, 146.9273"
SMP,Stockholm Landing Strip,Stockholm,PG,Papua New Guinea,small_airport,"-4.35, 151.55"
SPH,Sopu Airport,Sopu,PG,Papua New Guinea,small_airport,"-8.3038, 147.1659"
SPV,Sepik Plains Airport,Sepik Plains,PG,Papua New Guinea,small_airport,"-3.8821, 143.6734"
SQT,China Strait Airstrip,Samarai Island,PG,Papua New Guinea,small_airport,"-10.5627777778, 150.690694444"
SSS,Siassi Airport,Siassi,PG,Papua New Guinea,small_airport,"-5.5965, 147.8106"
SWE,Siwea Airport,Siwea,PG,Papua New Guinea,small_airport,"-6.284181, 147.582371"
SWG,Satwag Airport,Satwag,PG,Papua New Guinea,small_airport,"-6.13955555556, 147.279166667"
SWR,Silur Airport,Silur Mission,PG,Papua New Guinea,small_airport,"-4.5298888888899995, 153.054444444"
SXA,Sialum Airport,Sialum,PG,Papua New Guinea,small_airport,"-6.0908, 147.5955"
SXH,Sehulea Airport,Sehulea,PG,Papua New Guinea,small_airport,"-9.96452777778, 151.161861111"
SXW,Sauren Airport,Sauren,PG,Papua New Guinea,small_airport,"-5.9701, 148.8543"
TAJ,Tadji Airport,Aitape,PG,Papua New Guinea,small_airport,"-3.198192, 142.430964"
TBE,Timbunke Airport,Timbunke,PG,Papua New Guinea,small_airport,"-4.196633, 143.519222"
TBG,Tabubil Airport,Tabubil,PG,Papua New Guinea,small_airport,"-5.280471, 141.227576"
TBQ,Tarabo Airport,Tarabo,PG,Papua New Guinea,small_airport,"-6.46666666667, 145.532222222"
TCJ,Torembi Airport,Torembi,PG,Papua New Guinea,small_airport,"-4.0165, 143.1329"
TCK,Tinboli Airport,Tinboli,PG,Papua New Guinea,small_airport,"-4.0949, 143.3838"
TDB,Tetebedi Airport,Tetebedi,PG,Papua New Guinea,small_airport,"-9.1586, 148.0686"
TDS,Sasereme Airport,Sasereme,PG,Papua New Guinea,small_airport,"-7.6217, 142.868"
TEO,Terapo Airport,Terapo Mission,PG,Papua New Guinea,small_airport,"-8.16972222222, 146.194444444"
TEP,Tep Tep Airport,Teptep,PG,Papua New Guinea,small_airport,"-5.9553, 146.5595"
TFB,Tifalmin Airport,Tifalmin,PG,Papua New Guinea,small_airport,"-5.117249, 141.418076"
TFI,Tufi Airport,Tufi,PG,Papua New Guinea,small_airport,"-9.07595443726, 149.319839478"
TFM,Telefomin Airport,Telefomin,PG,Papua New Guinea,small_airport,"-5.12608, 141.641922"
TGL,Tagula Airport,Sudest Island,PG,Papua New Guinea,small_airport,"-11.3311111111, 153.202916667"
TIZ,Tari Airport,Tari,PG,Papua New Guinea,small_airport,"-5.845, 142.947998"
TKB,Tekadu Airport,Tekadu,PG,Papua New Guinea,small_airport,"-7.6808, 146.5503"
TKW,Tekin Airport,Tekin,PG,Papua New Guinea,small_airport,"-5.243667, 142.165194"
TLO,Tol Airport,Tol,PG,Papua New Guinea,small_airport,"-4.98083019257, 152.009994507"
TLP,Tumolbil Airport,Tumolbil,PG,Papua New Guinea,small_airport,"-4.7748, 141.0133"
TLW,Talasea Airport,Talasea,PG,Papua New Guinea,small_airport,"-5.2726, 150.0089"
TOK,Torokina Airport,Torokina,PG,Papua New Guinea,small_airport,"-6.2015, 155.063"
TON,Tonu Airport,Tonu,PG,Papua New Guinea,small_airport,"-6.6552, 155.4326"
TPI,Tapini Airport,Tapini,PG,Papua New Guinea,small_airport,"-8.35666666667, 146.989166667"
TRJ,Tarakbits Airport,Tarakbits,PG,Papua New Guinea,small_airport,"-5.614, 141.0421"
TSI,Tsile Tsile Airport,Tsile Tsile,PG,Papua New Guinea,small_airport,"-6.8498, 146.3554"
TSW,Tsewi Airport,Tsewi,PG,Papua New Guinea,small_airport,"-7.0695, 146.1272"
TWY,Tawa Airport,Tawa,PG,Papua New Guinea,small_airport,"-7.4463, 146.1067"
UAE,Mount Aue Airport,Aue,PG,Papua New Guinea,small_airport,"-6.229978, 144.664181"
UBI,Buin Airport,Buin,PG,Papua New Guinea,small_airport,"-6.72916666667, 155.683333333"
UKU,Nuku Airport,Nuku,PG,Papua New Guinea,small_airport,"-3.676651, 142.484334"
ULE,Sule Airport,Sule,PG,Papua New Guinea,small_airport,"-4.974720001220703, 151.2969970703125"
UMC,Umba Airport,Umba,PG,Papua New Guinea,small_airport,"-7.0214, 145.966"
UNG,Kiunga Airport,Kiunga,PG,Papua New Guinea,small_airport,"-6.1257100105285645, 141.28199768066406"
UPR,Upiara Airport,Upiara,PG,Papua New Guinea,small_airport,"-8.5411, 142.6503"
URU,Uroubi Airport,Uroubi,PG,Papua New Guinea,small_airport,"-9.5162, 148.5591"
UUU,Manumu Airport,Manumu,PG,Papua New Guinea,small_airport,"-9.0746, 147.5735"
UVO,Uvol Airport,Uvol,PG,Papua New Guinea,small_airport,"-6.0178, 150.9557"
VAI,Vanimo Airport,Vanimo,PG,Papua New Guinea,medium_airport,"-2.6926, 141.3028"
VIV,Vivigani Airfield,Vivigani,PG,Papua New Guinea,small_airport,"-9.30333333333, 150.318888889"
VMU,Baimuru Airport,Baimuru,PG,Papua New Guinea,medium_airport,"-7.49686002731, 144.819900513"
WAJ,Wawoi Falls Airport,Wavoi Falls,PG,Papua New Guinea,small_airport,"-6.9523, 142.6557"
WAO,Wabo Airport,Wabo,PG,Papua New Guinea,small_airport,"-6.98944444444, 145.075111111"
WBC,Wapolu Airport,Wapolu,PG,Papua New Guinea,small_airport,"-9.3376, 150.5093"
WBM,Wapenamanda Airport,Wapenamanda,PG,Papua New Guinea,medium_airport,"-5.635293, 143.892231"
WED,Wedau Airport,Wedau,PG,Papua New Guinea,small_airport,"-10.0954, 150.0826"
WEP,Weam Airport,Weam,PG,Papua New Guinea,small_airport,"-8.6184, 141.1381"
WIU,Witu Airport,Garove Island,PG,Papua New Guinea,small_airport,"-4.689522, 149.440112"
WKN,Wakunai Airport,Wakunai,PG,Papua New Guinea,small_airport,"-5.8603, 155.2223"
WLU,Walluanda Airport,Puri,PG,Papua New Guinea,small_airport,"-6.475161, 143.987222"
WNU,Wanuma Airport,Wanuma,PG,Papua New Guinea,small_airport,"-4.8961, 145.3213"
WOA,Wonenara Airport,Wonenara,PG,Papua New Guinea,small_airport,"-6.796861111110001, 145.891944444"
WPM,Wipim Airport,Wipim,PG,Papua New Guinea,small_airport,"-8.78822, 142.882004"
WSA,Wasua Airport,Wasua,PG,Papua New Guinea,small_airport,"-8.2836, 142.8697"
WSU,Wasu Airport,Wasu,PG,Papua New Guinea,small_airport,"-5.96170944919, 147.19822526"
WTP,Woitape Airport,Fatima Mission,PG,Papua New Guinea,small_airport,"-8.545833, 147.2525"
WTT,Wantoat Airport,Wantoat,PG,Papua New Guinea,small_airport,"-6.1325, 146.467777778"
WUG,Wau Airport,Wau,PG,Papua New Guinea,small_airport,"-7.345556, 146.718611"
WUM,Wasum Airport,Wasum,PG,Papua New Guinea,small_airport,"-6.0491, 149.337"
WUV,Wuvulu Island Airport,Wuvulu Island,PG,Papua New Guinea,small_airport,"-1.73611111111, 142.836666667"
WWK,Wewak International Airport,Wewak,PG,Papua New Guinea,medium_airport,"-3.58383011818, 143.669006348"
XBN,Biniguni Airport,Biniguni,PG,Papua New Guinea,small_airport,"-9.6425, 149.303889"
XYR,Edwaki Airport,Yellow River Mission,PG,Papua New Guinea,small_airport,"-3.883986, 141.792234"
YEQ,Yenkis(Yankisa) Airport,,PG,Papua New Guinea,small_airport,"-5.10972222222, 143.917666667"
YVD,Yeva Airport,Yeva,PG,Papua New Guinea,small_airport,"-7.548, 146.188"
ZEN,Zenag Airport,Zenag,PG,Papua New Guinea,small_airport,"-6.9522222222200005, 146.61625"
AAV,Allah Valley Airport,Surallah,PH,Philippines,medium_airport,"6.367903, 124.752431"
BAG,Loakan Airport,Baguio,PH,Philippines,medium_airport,"16.375034, 120.619949"
BCD,Bacolod-Silay Airport,Bacolod City,PH,Philippines,medium_airport,"10.7764, 123.014999"
BPA,Borongan Airport,Borongan City,PH,Philippines,small_airport,"11.674262, 125.479259"
BPH,Bislig Airport,Bislig,PH,Philippines,medium_airport,"8.195052, 126.321015"
BQA,Dr Juan C Angara Airport,Baler,PH,Philippines,medium_airport,"15.729309, 121.500034"
BSI,Balesin Island Airport,Balesin,PH,Philippines,small_airport,"14.419365, 122.039402"
BSO,Basco Airport,Basco,PH,Philippines,medium_airport,"20.4513, 121.980003"
BXU,Bancasi Airport,Butuan,PH,Philippines,medium_airport,"8.9515, 125.4788"
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH,Philippines,medium_airport,"7.164753, 124.209938"
CDY,Cagayan de Sulu Airport,Mapun,PH,Philippines,small_airport,"7.014, 118.496002"
CEB,Mactan Cebu International Airport,Lapu-Lapu City,PH,Philippines,large_airport,"10.309261, 123.97974"
CGG,Casiguran Airport,Casiguran,PH,Philippines,small_airport,"16.1941, 122.0651"
CGM,Camiguin Airport,Mambajao,PH,Philippines,medium_airport,"9.253894, 124.709115"
CGY,Laguindingan International Airport,Laguindingan,PH,Philippines,medium_airport,"8.612203, 124.456496"
CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,Philippines,medium_airport,"15.186, 120.559998"
CRM,Catarman National Airport,Catarman,PH,Philippines,medium_airport,"12.50161, 124.635258"
CUJ,Culion Airport,Culion,PH,Philippines,small_airport,"11.8553, 119.9378"
CYP,Calbayog Airport,Calbayog City,PH,Philippines,medium_airport,"12.072574, 124.54508"
CYU,Cuyo Airport,Cuyo,PH,Philippines,small_airport,"10.8581, 121.069"
CYZ,Cauayan Airport,Cauayan City,PH,Philippines,medium_airport,"16.9298992157, 121.752998352"
DGT,Sibulan Airport,Dumaguete City,PH,Philippines,medium_airport,"9.334183, 123.30191"
DPL,Dipolog Airport,Dipolog,PH,Philippines,medium_airport,"8.601983, 123.341875"
DRP,Bicol International Airport,Legazpi,PH,Philippines,medium_airport,"13.111915, 123.676829"
DSG,Dilasag Airport,Dilasag,PH,Philippines,small_airport,"16.445833333299998, 122.206805556"
DTE,Daet Airport,Daet,PH,Philippines,medium_airport,"14.1292, 122.980003"
DVO,Francisco Bangoy International Airport,Davao,PH,Philippines,large_airport,"7.12552, 125.646004"
ENI,El Nido Airport,El Nido,PH,Philippines,small_airport,"11.202399, 119.416087"
EUQ,Evelio Javier Airport,San Jose,PH,Philippines,medium_airport,"10.766644, 121.932506"
GES,General Santos International Airport,General Santos,PH,Philippines,medium_airport,"6.05800008774, 125.096000671"
IAO,Siargao Airport,Del Carmen,PH,Philippines,small_airport,"9.8591, 126.014"
ICO,Sicogon Airstrip,Carles,PH,Philippines,small_airport,"11.4595, 123.2506"
IGN,Maria Cristina (Iligan) Airport,Balo-i,PH,Philippines,small_airport,"8.13049, 124.214996"
ILO,Iloilo International Airport,Cabatuan,PH,Philippines,medium_airport,"10.833017, 122.493358"
IPE,Ipil Airport,Ipil,PH,Philippines,small_airport,"7.784898, 122.6015"
JOL,Jolo Airport,Jolo,PH,Philippines,medium_airport,"6.05367, 121.011002"
KLO,Kalibo International Airport,Kalibo,PH,Philippines,medium_airport,"11.679400444, 122.375999451"
LAO,Laoag International Airport,Laoag City,PH,Philippines,medium_airport,"18.176121, 120.531034"
LBX,Lubang Airport,Lubang,PH,Philippines,medium_airport,"13.8554, 120.105003"
LLC,Cagayan North International Airport,Lal-lo,PH,Philippines,medium_airport,"18.182388, 121.745853"
LWA,Lebak Rural Airport,Lebak,PH,Philippines,small_airport,"6.6739, 124.0581"
MBO,Mamburao Airport,Mamburao,PH,Philippines,medium_airport,"13.208048, 120.605457"
MBT,Moises R. Espinosa Airport,Masbate,PH,Philippines,medium_airport,"12.369682, 123.630095"
MLP,Malabang Airport,Malabang,PH,Philippines,small_airport,"7.616911, 124.057961"
MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,Philippines,large_airport,"14.5086, 121.019997"
MPH,Godofredo P. Ramos Airport,Caticlan,PH,Philippines,medium_airport,"11.9245, 121.954002"
MRQ,Marinduque Airport,Gasan,PH,Philippines,medium_airport,"13.361000061035156, 121.82599639892578"
MXI,Mati National Airport,Mati,PH,Philippines,medium_airport,"6.949091, 126.27368"
OMC,Ormoc Airport,Ormoc City,PH,Philippines,medium_airport,"11.057715, 124.565622"
OZC,Labo Airport,Ozamiz,PH,Philippines,medium_airport,"8.17851, 123.842003"
PAG,Pagadian Airport,Pagadian,PH,Philippines,medium_airport,"7.825632, 123.459635"
PPS,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,Puerto Princesa,PH,Philippines,medium_airport,"9.74212, 118.759003"
RXS,Roxas Airport,Roxas City,PH,Philippines,medium_airport,"11.597700119018555, 122.75199890136719"
RZP,Cesar Lim Rodriguez (Taytay-Sandoval) Airport,Taytay,PH,Philippines,small_airport,"11.05065, 119.519266"
SFE,San Fernando Airport,San Fernando,PH,Philippines,medium_airport,"16.5956, 120.303001"
SFS,Subic Bay International Airport / Naval Air Station Cubi Point,Olongapo,PH,Philippines,medium_airport,"14.7944, 120.271004"
SGL,Danilo Atienza Air Base,Cavite,PH,Philippines,medium_airport,"14.4954, 120.903999"
SJI,San Jose Airport,San Jose,PH,Philippines,medium_airport,"12.361499786399998, 121.04699707"
SUG,Surigao Airport,Surigao City,PH,Philippines,medium_airport,"9.755838325629998, 125.480947495"
SWL,San Vicente Airport,San Vicente,PH,Philippines,small_airport,"10.524298, 119.272899"
TAC,Daniel Z. Romualdez Airport,Tacloban City,PH,Philippines,medium_airport,"11.227761, 125.027783"
TAG,Bohol-Panglao International Airport,Panglao,PH,Philippines,medium_airport,"9.573045, 123.770143"
TBH,Tugdan Airport,Tablas Island,PH,Philippines,medium_airport,"12.3109998703, 122.084999084"
TDG,Tandag Airport,Tandag,PH,Philippines,medium_airport,"9.072002, 126.17132"
TGB,Tagbita Airstrip,Rizal,PH,Philippines,small_airport,"8.71491, 117.35259"
TUG,Tuguegarao Airport,Tuguegarao City,PH,Philippines,medium_airport,"17.6433676823, 121.733150482"
TWT,Sanga Sanga Airport,Bongao,PH,Philippines,medium_airport,"5.048196, 119.743338"
USU,Francisco B. Reyes (Busuanga) Airport,Coron,PH,Philippines,medium_airport,"12.121865, 120.100801"
VRC,Virac Airport,Virac,PH,Philippines,medium_airport,"13.576399803161621, 124.20600128173828"
WNP,Naga Airport,Naga,PH,Philippines,medium_airport,"13.58489990234375, 123.2699966430664"
XMA,Maramag Airport,Maramag,PH,Philippines,small_airport,"7.7538, 125.0333"
XSO,Siocon Airport,Siocon,PH,Philippines,small_airport,"7.710035, 122.161989"
ZAM,Zamboanga International Airport,Zamboanga,PH,Philippines,medium_airport,"6.92242, 122.059998"
ATG,Minhas Air Base,Kamra,PK,Pakistan,medium_airport,"33.8690986633, 72.4009017944"
BDN,Talhar Airport,Badin,PK,Pakistan,small_airport,"24.84149932861328, 68.8384017944336"
BHC,Bhurban Heliport,Bhurban,PK,Pakistan,small_airport,"33.96099853515625, 73.4520034790039"
BHV,Bahawalpur Airport,Bahawalpur,PK,Pakistan,medium_airport,"29.348100662231445, 71.71800231933594"
BHW,Bhagatanwala Airport,Bhagatanwala,PK,Pakistan,small_airport,"32.056098938, 72.94840240479999"
BNP,Bannu Airport,Bannu,PK,Pakistan,small_airport,"32.9729, 70.527901"
CHB,Chilas Airport,Chilas,PK,Pakistan,small_airport,"35.426700592, 74.081703186"
CJL,Chitral Airport,Chitral,PK,Pakistan,medium_airport,"35.886213, 71.799922"
CWP,Campbellpore Airport,Campbellpore,PK,Pakistan,small_airport,"33.766700744628906, 72.36689758300781"
DBA,Dalbandin Airport,Dalbandin,PK,Pakistan,small_airport,"28.878299713100002, 64.3998031616"
DDU,Dadu West Airport,Dadu,PK,Pakistan,small_airport,"26.740800857543945, 67.6666030883789"
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,PK,Pakistan,medium_airport,"29.961000442504883, 70.48590087890625"
DSK,Dera Ismael Khan Airport,Dera Ismael Khan,PK,Pakistan,medium_airport,"31.909401, 70.896599"
GIL,Gilgit Airport,Gilgit,PK,Pakistan,medium_airport,"35.918800354003906, 74.33360290527344"
GRT,Gujrat Airport,Gujrat,PK,Pakistan,small_airport,"32.62826, 74.067287"
GWD,New Gwadar International Airport,Gurandani,PK,Pakistan,medium_airport,"25.296733, 62.498822"
HDD,Hyderabad Airport,Hyderabad,PK,Pakistan,small_airport,"25.3181, 68.366096"
ISB,Islamabad International Airport,Attock,PK,Pakistan,large_airport,"33.549, 72.82566"
JAG,Shahbaz Air Base,Jacobabad,PK,Pakistan,medium_airport,"28.28420066833496, 68.44969940185547"
KCF,Kadanwari Airport,Kadanwari,PK,Pakistan,small_airport,"27.1667003632, 69.31670379639999"
KDD,Khuzdar Airport,Khuzdar,PK,Pakistan,small_airport,"27.790599823, 66.6473007202"
KDU,Skardu Airport,Skardu,PK,Pakistan,medium_airport,"35.33549880981445, 75.53600311279297"
KHI,Jinnah International Airport,Karachi,PK,Pakistan,large_airport,"24.9065, 67.160797"
LHE,Allama Iqbal International Airport,Lahore,PK,Pakistan,large_airport,"31.521601, 74.403603"
LRG,Loralai Airport,Loralai,PK,Pakistan,small_airport,"30.355499267578125, 68.6135025024414"
LYP,Faisalabad International Airport,Faisalabad,PK,Pakistan,medium_airport,"31.364999771118164, 72.99479675292969"
MFG,Muzaffarabad Airport,Muzaffarabad,PK,Pakistan,medium_airport,"34.339001, 73.508598"
MJD,Moenjodaro Airport,Moenjodaro,NA,Namibia,medium_airport,"27.335199, 68.143097"
MPD,Sindhri Tharparkar Airport,Sindhri,PK,Pakistan,small_airport,"25.68280029296875, 69.07279968261719"
MUX,Multan International Airport,Multan,PK,Pakistan,medium_airport,"30.20319938659668, 71.41909790039062"
MWD,Mianwali Air Base,Mianwali,PK,Pakistan,medium_airport,"32.5630989074707, 71.5707015991211"
OHT,Kohat Airport,Kohat,PK,Pakistan,small_airport,"33.5699996948, 71.4400024414"
ORW,Ormara Airport,Ormara Raik,PK,Pakistan,small_airport,"25.276625, 64.588343"
PAJ,Parachinar Airport,Parachinar,PK,Pakistan,small_airport,"33.9021, 70.071602"
PEW,Peshawar International Airport,Peshawar,PK,Pakistan,medium_airport,"33.993900299072266, 71.51460266113281"
PJG,Panjgur Airport,Panjgur,PK,Pakistan,medium_airport,"26.9545, 64.1325"
PSI,Pasni Airport,Pasni,PK,Pakistan,medium_airport,"25.290501, 63.3451"
PZH,Zhob Airport,Fort Sandeman,PK,Pakistan,medium_airport,"31.358400344848633, 69.4636001586914"
RAZ,Rawalakot Airport,Rawalakot,PK,Pakistan,medium_airport,"33.849701, 73.798103"
REQ,Reko Diq Airport,Chagai,PK,Pakistan,small_airport,"29.04692, 62.196819"
RYK,Shaikh Zaid Airport,Rahim Yar Khan,PK,Pakistan,medium_airport,"28.383899688720703, 70.27960205078125"
RZS,Sawan Airport,Sawan Gas Field,PK,Pakistan,small_airport,"26.9662, 68.878098"
SBQ,Sibi Airport,Sibi,PK,Pakistan,small_airport,"29.571199, 67.8479"
SDT,Saidu Sharif Airport,Saidu Sharif,PK,Pakistan,medium_airport,"34.813599, 72.352798"
SGI,Mushaf Air Base,Sargodha,PK,Pakistan,medium_airport,"32.04859924316406, 72.66500091552734"
SKT,Sialkot International Airport,Sialkot,PK,Pakistan,medium_airport,"32.535557, 74.363892"
SKZ,Sukkur Airport,Mirpur Khas,PK,Pakistan,medium_airport,"27.722000122070312, 68.79170227050781"
SUL,Sui Airport,Sui,PK,Pakistan,medium_airport,"28.645099639892578, 69.1769027709961"
SYW,Sehwan Sharif Airport,Sehwan Sharif,PK,Pakistan,medium_airport,"26.473101, 67.717201"
TFT,Taftan Airport,Taftan,PK,Pakistan,small_airport,"28.96419906616211, 61.595401763916016"
TLB,Tarbela Dam Airport,Tarbela,PK,Pakistan,small_airport,"33.9860992432, 72.61139678960001"
TUK,Turbat International Airport,Turbat,PK,Pakistan,medium_airport,"25.986400604248047, 63.03020095825195"
UET,Quetta International Airport,Quetta,PK,Pakistan,medium_airport,"30.251399993896484, 66.93779754638672"
WAF,Wana Airport,Waana,PK,Pakistan,small_airport,"32.3046989440918, 69.57039642333984"
WGB,Bahawalnagar Airport,Bahawalnagar,PK,Pakistan,small_airport,"29.946300506591797, 73.24909973144531"
WNS,Shaheed Benazirabad Airport,Nawabashah,PK,Pakistan,medium_airport,"26.2194, 68.390099"
XJM,Mangla Airport,Mangla,PK,Pakistan,medium_airport,"33.05009841918945, 73.63839721679688"
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,PL,Poland,medium_airport,"53.096802, 17.977699"
CZW,Częstochowa-Rudniki Airport,Rudniki,PL,Poland,small_airport,"50.884716, 19.201842"
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,Poland,large_airport,"54.377602, 18.4662"
IEG,Zielona Góra-Babimost Airport,Nowe Kramsko,PL,Poland,medium_airport,"52.1385, 15.7986"
KRK,Kraków John Paul II International Airport,Balice,PL,Poland,large_airport,"50.077702, 19.7848"
KTW,Katowice Wojciech Korfanty International Airport,Katowice,PL,Poland,medium_airport,"50.476015, 19.080705"
LCJ,Łódź Władysław Reymont Airport,Łódź,PL,Poland,medium_airport,"51.721901, 19.3981"
LUZ,Lublin Airport,Lublin,PL,Poland,medium_airport,"51.240157, 22.713461"
POZ,Poznań-Ławica Airport,Poznań,PL,Poland,medium_airport,"52.421598, 16.823359"
RDO,Warsaw Radom Airport,Radom,PL,Poland,medium_airport,"51.38937, 21.214742"
RZE,Rzeszów-Jasionka Airport,Jasionka,PL,Poland,medium_airport,"50.109791, 22.024155"
SZY,Olsztyn-Mazury Airport,Szymany,PL,Poland,medium_airport,"53.481899, 20.9377"
SZZ,Solidarity Szczecin–Goleniów Airport,Glewice,PL,Poland,medium_airport,"53.584702, 14.9022"
WAW,Warsaw Chopin Airport,Warsaw,PL,Poland,large_airport,"52.165699, 20.9671"
WMI,Modlin Airport,Nowy Dwór Mazowiecki,PL,Poland,medium_airport,"52.451099, 20.6518"
WRO,Copernicus Wrocław Airport,Wrocław,PL,Poland,medium_airport,"51.103719, 16.882096"
FSP,St Pierre Airport,Saint-Pierre,PM,Saint Pierre and Miquelon,medium_airport,"46.762901306152344, -56.173099517822266"
MQC,Miquelon Airport,Miquelon,PM,Saint Pierre and Miquelon,small_airport,"47.095501, -56.380299"
ARE,Antonio Nery Juarbe Pol Airport,Arecibo,PR,Puerto Rico,medium_airport,"18.45085, -66.675768"
BQN,Rafael Hernández International Airport,Aguadilla,PR,Puerto Rico,medium_airport,"18.4949, -67.129402"
CPX,Benjamin Rivera Noriega Airport,Culebra,PR,Puerto Rico,medium_airport,"18.312954, -65.303893"
HUC,Dr Hermenegildo Ortiz Quinones Airport,Humacao,PR,Puerto Rico,small_airport,"18.138082, -65.800728"
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,Puerto Rico,medium_airport,"18.255699157714844, -67.14849853515625"
NRR,José Aponte de la Torre Airport,Ceiba,PR,Puerto Rico,medium_airport,"18.2453, -65.643402"
PSE,Mercedita Airport,Ponce,PR,Puerto Rico,medium_airport,"18.00830078125, -66.56300354003906"
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,Puerto Rico,medium_airport,"18.45680046081543, -66.09809875488281"
SJU,Luis Munoz Marin International Airport,San Juan,PR,Puerto Rico,large_airport,"18.4394, -66.001801"
VQS,Antonio Rivera Rodriguez Airport,Vieques,PR,Puerto Rico,medium_airport,"18.1348, -65.493599"
AVR,Alverca Air Base,Vila Franca de Xira,PT,Portugal,medium_airport,"38.883301, -9.0301"
BGC,Bragança Airport,Bragança,PT,Portugal,medium_airport,"41.8578, -6.70713"
BGZ,Braga Municipal Aerodrome,Braga,PT,Portugal,medium_airport,"41.5871009827, -8.445139884949999"
BYJ,Beja Airport / Airbase,Beja,PT,Portugal,medium_airport,"38.078899, -7.9324"
CAT,Cascais Airport,Cascais,PT,Portugal,medium_airport,"38.724998, -9.35523"
CBP,Aerodromo Municipal de Coimbra,Coimbra,PT,Portugal,medium_airport,"40.158758, -8.470815"
CHV,Aerodromo de Chaves,Chaves,PT,Portugal,small_airport,"41.722356, -7.463064"
CVU,Corvo Airport,Corvo,PT,Portugal,small_airport,"39.671501, -31.1136"
FAO,Faro Airport,Faro,PT,Portugal,large_airport,"37.0144004822, -7.96590995789"
FLW,Flores Airport,Santa Cruz das Flores,PT,Portugal,medium_airport,"39.455299377441406, -31.131399154663086"
FNC,Madeira International Airport Cristiano Ronaldo,Funchal,PT,Portugal,large_airport,"32.697899, -16.7745"
GRW,Graciosa Airport,Santa Cruz da Graciosa,PT,Portugal,medium_airport,"39.092201232910156, -28.029800415039062"
HOR,Horta Airport,Horta,PT,Portugal,medium_airport,"38.519901275634766, -28.715900421142578"
LIS,Lisbon Humberto Delgado Airport,Lisbon,PT,Portugal,large_airport,"38.7813, -9.13592"
OPO,Francisco de Sá Carneiro Airport,Porto,PT,Portugal,large_airport,"41.2481002808, -8.68138980865"
PDL,João Paulo II Airport,Ponta Delgada,PT,Portugal,large_airport,"37.7411994934, -25.6979007721"
PIX,Pico Airport,Pico Island,PT,Portugal,medium_airport,"38.554298, -28.441299"
PRM,Portimão Airport,Portimão,PT,Portugal,medium_airport,"37.1493, -8.58396"
PXO,Porto Santo Airport,Vila Baleira,PT,Portugal,medium_airport,"33.0733985901, -16.3500003815"
QLR,Monte Real Air Base,,PT,Portugal,medium_airport,"39.828335, -8.8875"
SJZ,São Jorge Airport,Velas,PT,Portugal,medium_airport,"38.665501, -28.1758"
SMA,Santa Maria Airport,Vila do Porto,PT,Portugal,medium_airport,"36.97140121459961, -25.17060089111328"
TER,Lajes Airport,Praia da Vitória,PT,Portugal,medium_airport,"38.761799, -27.090799"
VRL,Vila Real Airport,Vila Real,PT,Portugal,medium_airport,"41.2743, -7.72047"
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,Portugal,medium_airport,"40.725498, -7.88899"
ROR,Babelthuap Airport,Babelthuap Island,PW,Palau,medium_airport,"7.36731, 134.544236"
AGT,Guaraní International Airport,Ciudad del Este,PY,Paraguay,large_airport,"-25.457186, -54.839544"
ASU,Silvio Pettirossi International Airport,Asunción,PY,Paraguay,large_airport,"-25.240156, -57.519227"
AYO,Juan de Ayolas National Airport,Ayolas,PY,Paraguay,medium_airport,"-27.378379, -56.856791"
BFA,Aeródromo de Bahía Negra,Bahía Negra,PY,Paraguay,small_airport,"-20.2246, -58.179528"
CIO,Lieutenant Colonel Carmelo Peralta National Airport,Concepción,PY,Paraguay,medium_airport,"-23.440334, -57.429206"
ENO,Lieutenant Amin Ayub González International Airport,Encarnación,PY,Paraguay,large_airport,"-27.227537, -55.837584"
ESG,Doctor Luis Maria Argaña International Airport,Mariscal Estigarribia,PY,Paraguay,large_airport,"-22.046499, -60.6217"
FLM,Aeródromo de Filadelfia,Filadelfia,PY,Paraguay,small_airport,"-22.354611, -60.053211"
OLK,Fuerte Olimpo Airport,Fuerte Olimpo,PY,Paraguay,small_airport,"-21.045724, -57.882935"
PBT,Aeródromo de Puerto Leda,Puerto Leda,PY,Paraguay,small_airport,"-20.9046, -57.927101"
PCJ,Aeródromo de Puerto La Victoria,Puerto La Victoria,PY,Paraguay,small_airport,"-22.289298, -57.860484"
PIL,Aeródromo Don Carlos Miguel Gimenez,Pilar,PY,Paraguay,medium_airport,"-26.881981, -58.319067"
